,song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
406,Pearl in Sandbox,Júníus Meyvant,0.595,0.0626,8,-21.945,1,0.0452,0.917,0.0765,0.0987,0.259,126.337,audio_features,4IhAzl3KH8P7KFJ5KfBnvy,spotify:track:4IhAzl3KH8P7KFJ5KfBnvy,https://api.spotify.com/v1/tracks/4IhAzl3KH8P7KFJ5KfBnvy,https://api.spotify.com/v1/audio-analysis/4IhAzl3KH8P7KFJ5KfBnvy,403693,4
407,Someone You Loved,Lewis Capaldi,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,audio_features,2TIlqbIneP0ZY1O0EzYLlc,spotify:track:2TIlqbIneP0ZY1O0EzYLlc,https://api.spotify.com/v1/tracks/2TIlqbIneP0ZY1O0EzYLlc,https://api.spotify.com/v1/audio-analysis/2TIlqbIneP0ZY1O0EzYLlc,182161,4
408,Tourist,Axel Flóvent,0.336,0.209,6,-12.15,0,0.0295,0.741,0.00194,0.113,0.104,133.611,audio_features,6ynqpQIQ1kGtJILbxnCIQ8,spotify:track:6ynqpQIQ1kGtJILbxnCIQ8,https://api.spotify.com/v1/tracks/6ynqpQIQ1kGtJILbxnCIQ8,https://api.spotify.com/v1/audio-analysis/6ynqpQIQ1kGtJILbxnCIQ8,224996,3
409,Some Time,Russ,0.873,0.473,0,-6.529,1,0.0484,0.254,0.0,0.111,0.465,119.997,audio_features,1vxkXq9ifXIGRqntjvdg3G,spotify:track:1vxkXq9ifXIGRqntjvdg3G,https://api.spotify.com/v1/tracks/1vxkXq9ifXIGRqntjvdg3G,https://api.spotify.com/v1/audio-analysis/1vxkXq9ifXIGRqntjvdg3G,197320,4
410,everything i wanted,Billie Eilish,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,audio_features,3ZCTVFBt2Brf31RLEnCkWJ,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,https://api.spotify.com/v1/tracks/3ZCTVFBt2Brf31RLEnCkWJ,https://api.spotify.com/v1/audio-analysis/3ZCTVFBt2Brf31RLEnCkWJ,245426,4
411,Cover Me,Candlebox,0.591,0.638,7,-6.958,1,0.029,0.00619,4.69e-06,0.113,0.348,131.113,audio_features,5Bb88WRO4906ngHGMvkv4P,spotify:track:5Bb88WRO4906ngHGMvkv4P,https://api.spotify.com/v1/tracks/5Bb88WRO4906ngHGMvkv4P,https://api.spotify.com/v1/audio-analysis/5Bb88WRO4906ngHGMvkv4P,285547,4
412,Mouthful Of Cavities,Blind Melon,0.338,0.529,4,-9.864,0,0.0492,0.165,0.0162,0.344,0.445,98.098,audio_features,2Wgh2GmDV3g9IZTCuAUkYf,spotify:track:2Wgh2GmDV3g9IZTCuAUkYf,https://api.spotify.com/v1/tracks/2Wgh2GmDV3g9IZTCuAUkYf,https://api.spotify.com/v1/audio-analysis/2Wgh2GmDV3g9IZTCuAUkYf,214800,4
413,Too Sad To Cry,Sasha Sloan,0.496,0.27,10,-9.932,1,0.0361,0.843,0.0,0.114,0.234,121.52,audio_features,3CRtbOoAP82y0VbPO5j1ft,spotify:track:3CRtbOoAP82y0VbPO5j1ft,https://api.spotify.com/v1/tracks/3CRtbOoAP82y0VbPO5j1ft,https://api.spotify.com/v1/audio-analysis/3CRtbOoAP82y0VbPO5j1ft,208987,4
414,Yesterday - Remastered 2009,The Beatles,0.332,0.179,5,-11.83,1,0.0326,0.879,0.0,0.0886,0.315,96.529,audio_features,3BQHpFgAp4l80e1XslIjNI,spotify:track:3BQHpFgAp4l80e1XslIjNI,https://api.spotify.com/v1/tracks/3BQHpFgAp4l80e1XslIjNI,https://api.spotify.com/v1/audio-analysis/3BQHpFgAp4l80e1XslIjNI,125667,4
415,Complicated,Olivia O'Brien,0.657,0.355,7,-12.044,1,0.0714,0.694,0.000427,0.123,0.0808,74.99,audio_features,0jllH0usRFD4LJkJnGK9Lf,spotify:track:0jllH0usRFD4LJkJnGK9Lf,https://api.spotify.com/v1/tracks/0jllH0usRFD4LJkJnGK9Lf,https://api.spotify.com/v1/audio-analysis/0jllH0usRFD4LJkJnGK9Lf,189000,4
416,Habits (Stay High) - Hippie Sabotage Remix,Tove Lo,0.735,0.686,4,-7.562,0,0.0366,0.00108,0.874,0.0933,0.0656,121.011,audio_features,62N2JSA0jHmSH7Va9t7hIf,spotify:track:62N2JSA0jHmSH7Va9t7hIf,https://api.spotify.com/v1/tracks/62N2JSA0jHmSH7Va9t7hIf,https://api.spotify.com/v1/audio-analysis/62N2JSA0jHmSH7Va9t7hIf,258933,4
417,All Falls Down,Linn Brikell,0.699,0.189,1,-11.421,1,0.0469,0.944,0.0,0.103,0.328,129.794,audio_features,1hnSI4JaTQybQXqvzQX3nl,spotify:track:1hnSI4JaTQybQXqvzQX3nl,https://api.spotify.com/v1/tracks/1hnSI4JaTQybQXqvzQX3nl,https://api.spotify.com/v1/audio-analysis/1hnSI4JaTQybQXqvzQX3nl,209669,4
418,Mercy - Acoustic Guitar,Shawn Mendes,0.622,0.346,11,-6.522,0,0.0311,0.747,0.0,0.113,0.428,144.069,audio_features,2lJOKBuPgR9vcD4PLxTakY,spotify:track:2lJOKBuPgR9vcD4PLxTakY,https://api.spotify.com/v1/tracks/2lJOKBuPgR9vcD4PLxTakY,https://api.spotify.com/v1/audio-analysis/2lJOKBuPgR9vcD4PLxTakY,221200,4
419,What About Us - Acoustic,Thomas Daniel,0.427,0.229,4,-11.564,1,0.0364,0.935,7.37e-06,0.0958,0.222,125.195,audio_features,7e4Pftu2tzDeY0W0690OKQ,spotify:track:7e4Pftu2tzDeY0W0690OKQ,https://api.spotify.com/v1/tracks/7e4Pftu2tzDeY0W0690OKQ,https://api.spotify.com/v1/audio-analysis/7e4Pftu2tzDeY0W0690OKQ,255511,5
420,Attention,Porcelain Heart,0.356,0.276,1,-7.099,0,0.0365,0.862,0.0,0.0978,0.276,165.515,audio_features,1wnioGPj5J5DbBDTZ0zUk9,spotify:track:1wnioGPj5J5DbBDTZ0zUk9,https://api.spotify.com/v1/tracks/1wnioGPj5J5DbBDTZ0zUk9,https://api.spotify.com/v1/audio-analysis/1wnioGPj5J5DbBDTZ0zUk9,228716,4
421,Congratulations - Acoustic,Sunset & Highland,0.568,0.339,3,-10.731,1,0.0347,0.868,0.0,0.127,0.491,102.8,audio_features,1dZyuawBYgIUKKevMXr8St,spotify:track:1dZyuawBYgIUKKevMXr8St,https://api.spotify.com/v1/tracks/1dZyuawBYgIUKKevMXr8St,https://api.spotify.com/v1/audio-analysis/1dZyuawBYgIUKKevMXr8St,237252,4
422,Sleep Deprived,Tore Bojsten,0.547,0.233,9,-9.212,1,0.0435,0.853,0.0,0.335,0.331,96.433,audio_features,5b5TFxOActpzojAUxDwP92,spotify:track:5b5TFxOActpzojAUxDwP92,https://api.spotify.com/v1/tracks/5b5TFxOActpzojAUxDwP92,https://api.spotify.com/v1/audio-analysis/5b5TFxOActpzojAUxDwP92,173901,4
423,Make Me (Cry) - Acoustic,Boreal,0.667,0.429,0,-6.265,1,0.062,0.886,0.0,0.194,0.376,77.11,audio_features,4J87Y0ggs18DNP7XMn3f0X,spotify:track:4J87Y0ggs18DNP7XMn3f0X,https://api.spotify.com/v1/tracks/4J87Y0ggs18DNP7XMn3f0X,https://api.spotify.com/v1/audio-analysis/4J87Y0ggs18DNP7XMn3f0X,181821,1
424,Cold - Acoustic,Simon Samaeng,0.411,0.545,9,-5.883,0,0.0357,0.771,0.0,0.516,0.724,95.878,audio_features,4ez6DC2iTsT9t48E8Bonrn,spotify:track:4ez6DC2iTsT9t48E8Bonrn,https://api.spotify.com/v1/tracks/4ez6DC2iTsT9t48E8Bonrn,https://api.spotify.com/v1/audio-analysis/4ez6DC2iTsT9t48E8Bonrn,203887,4
425,Without Me,Rayland Baxter,0.47,0.351,7,-9.385,1,0.034,0.757,1.32e-06,0.556,0.392,152.013,audio_features,58fhd4lGAudPcnfY9oenp1,spotify:track:58fhd4lGAudPcnfY9oenp1,https://api.spotify.com/v1/tracks/58fhd4lGAudPcnfY9oenp1,https://api.spotify.com/v1/audio-analysis/58fhd4lGAudPcnfY9oenp1,344573,4
426,Scars To Your Beautiful,Thomas Daniel,0.521,0.364,2,-9.438,0,0.0299,0.851,0.0,0.124,0.564,167.876,audio_features,19f6MVdX9dLFerHynoM5im,spotify:track:19f6MVdX9dLFerHynoM5im,https://api.spotify.com/v1/tracks/19f6MVdX9dLFerHynoM5im,https://api.spotify.com/v1/audio-analysis/19f6MVdX9dLFerHynoM5im,237858,4
427,I Remember - Acoustic,Tore Bojsten,0.677,0.282,7,-12.205,0,0.034,0.898,3e-06,0.108,0.244,123.949,audio_features,346zQT1MU0gEWWUZGSaqVi,spotify:track:346zQT1MU0gEWWUZGSaqVi,https://api.spotify.com/v1/tracks/346zQT1MU0gEWWUZGSaqVi,https://api.spotify.com/v1/audio-analysis/346zQT1MU0gEWWUZGSaqVi,224000,4
428,Fail for You,Luke Sital-Singh,0.259,0.13,4,-12.074,1,0.0355,0.947,5.22e-06,0.109,0.081,74.026,audio_features,5exuzPs75MKxKmNeKoYUGN,spotify:track:5exuzPs75MKxKmNeKoYUGN,https://api.spotify.com/v1/tracks/5exuzPs75MKxKmNeKoYUGN,https://api.spotify.com/v1/audio-analysis/5exuzPs75MKxKmNeKoYUGN,256344,4
429,Red Dust (Acoustic),James Vincent McMorrow,0.484,0.0923,1,-9.923,1,0.0486,0.97,0.000362,0.0649,0.249,134.041,audio_features,7xorL74fsKaQABpeyGj8qQ,spotify:track:7xorL74fsKaQABpeyGj8qQ,https://api.spotify.com/v1/tracks/7xorL74fsKaQABpeyGj8qQ,https://api.spotify.com/v1/audio-analysis/7xorL74fsKaQABpeyGj8qQ,226325,4
430,Grow,Rae Morris,0.531,0.274,4,-11.757,0,0.0278,0.938,0.0745,0.0779,0.184,135.678,audio_features,11AM5mzkNzbpohxrmjmGEh,spotify:track:11AM5mzkNzbpohxrmjmGEh,https://api.spotify.com/v1/tracks/11AM5mzkNzbpohxrmjmGEh,https://api.spotify.com/v1/audio-analysis/11AM5mzkNzbpohxrmjmGEh,243496,4
431,Hide,Little May,0.569,0.63,8,-10.144,1,0.0383,0.259,0.0397,0.111,0.201,133.849,audio_features,3giMvVYDITrYZ2UIyU1r84,spotify:track:3giMvVYDITrYZ2UIyU1r84,https://api.spotify.com/v1/tracks/3giMvVYDITrYZ2UIyU1r84,https://api.spotify.com/v1/audio-analysis/3giMvVYDITrYZ2UIyU1r84,211275,4
432,Good Luck,Meernaa,0.472,0.166,5,-13.277,0,0.0349,0.891,3.81e-06,0.0964,0.225,121.457,audio_features,0vByTEIzfWJJlnBfeSIv4l,spotify:track:0vByTEIzfWJJlnBfeSIv4l,https://api.spotify.com/v1/tracks/0vByTEIzfWJJlnBfeSIv4l,https://api.spotify.com/v1/audio-analysis/0vByTEIzfWJJlnBfeSIv4l,315180,4
433,Shiver,Lucy Rose,0.423,0.183,9,-13.517,1,0.0344,0.715,4.25e-05,0.104,0.142,122.341,audio_features,1ODA4mZMaoBzT1TbPBW8B1,spotify:track:1ODA4mZMaoBzT1TbPBW8B1,https://api.spotify.com/v1/tracks/1ODA4mZMaoBzT1TbPBW8B1,https://api.spotify.com/v1/audio-analysis/1ODA4mZMaoBzT1TbPBW8B1,233013,3
434,I Am The Changer,Cotton Jones,0.634,0.529,0,-10.026,1,0.0284,0.784,0.000805,0.0902,0.451,122.015,audio_features,0BeAL5sGX7mxLNDWUJ36Ci,spotify:track:0BeAL5sGX7mxLNDWUJ36Ci,https://api.spotify.com/v1/tracks/0BeAL5sGX7mxLNDWUJ36Ci,https://api.spotify.com/v1/audio-analysis/0BeAL5sGX7mxLNDWUJ36Ci,394840,4
435,To Be Alone With You,Sufjan Stevens,0.519,0.163,0,-18.131,0,0.0489,0.926,0.751,0.115,0.356,142.116,audio_features,3tchJ8gDgMdaSxpaLxlr1F,spotify:track:3tchJ8gDgMdaSxpaLxlr1F,https://api.spotify.com/v1/tracks/3tchJ8gDgMdaSxpaLxlr1F,https://api.spotify.com/v1/audio-analysis/3tchJ8gDgMdaSxpaLxlr1F,168040,4
436,Trickle,Sivu,0.47,0.125,7,-18.941,0,0.0431,0.928,0.00137,0.145,0.117,71.328,audio_features,06D60wrdaXBTOyMIZ2HhzI,spotify:track:06D60wrdaXBTOyMIZ2HhzI,https://api.spotify.com/v1/tracks/06D60wrdaXBTOyMIZ2HhzI,https://api.spotify.com/v1/audio-analysis/06D60wrdaXBTOyMIZ2HhzI,250027,4
437,Dreams - Take 2,Fleetwood Mac,0.714,0.201,0,-10.914,1,0.0344,0.901,0.00117,0.0709,0.25,115.968,audio_features,0XrPZPotxZNDkuvauuVO8R,spotify:track:0XrPZPotxZNDkuvauuVO8R,https://api.spotify.com/v1/tracks/0XrPZPotxZNDkuvauuVO8R,https://api.spotify.com/v1/audio-analysis/0XrPZPotxZNDkuvauuVO8R,335133,4
438,Why Try to Change Me Now,Various Artists,0.479,0.0753,10,-15.351,1,0.0382,0.923,8.6e-06,0.153,0.157,111.651,audio_features,7fKA60i4JhkavVw7fQFOHS,spotify:track:7fKA60i4JhkavVw7fQFOHS,https://api.spotify.com/v1/tracks/7fKA60i4JhkavVw7fQFOHS,https://api.spotify.com/v1/audio-analysis/7fKA60i4JhkavVw7fQFOHS,316840,4
439,Take Me Home,Perfume Genius,0.222,0.355,2,-10.173,0,0.0309,0.43,0.00772,0.0923,0.48,186.108,audio_features,4qkqqKgFjEF88fzlt8erpg,spotify:track:4qkqqKgFjEF88fzlt8erpg,https://api.spotify.com/v1/tracks/4qkqqKgFjEF88fzlt8erpg,https://api.spotify.com/v1/audio-analysis/4qkqqKgFjEF88fzlt8erpg,160347,3
440,better alone,Lykke Li,0.468,0.428,0,-10.775,0,0.0343,0.459,2.12e-05,0.204,0.176,79.82,audio_features,1m43PeB6kOKy4LYt75iOwB,spotify:track:1m43PeB6kOKy4LYt75iOwB,https://api.spotify.com/v1/tracks/1m43PeB6kOKy4LYt75iOwB,https://api.spotify.com/v1/audio-analysis/1m43PeB6kOKy4LYt75iOwB,271947,4
441,I Will Follow You into the Dark,Death Cab for Cutie,0.517,0.206,5,-12.233,1,0.0421,0.924,0.0,0.118,0.489,80.401,audio_features,3kZC0ZmFWrEHdUCmUqlvgZ,spotify:track:3kZC0ZmFWrEHdUCmUqlvgZ,https://api.spotify.com/v1/tracks/3kZC0ZmFWrEHdUCmUqlvgZ,https://api.spotify.com/v1/audio-analysis/3kZC0ZmFWrEHdUCmUqlvgZ,189187,4
442,Paris,Samia,0.477,0.108,4,-16.484,0,0.0446,0.978,0.000754,0.153,0.242,118.855,audio_features,5tJyCOoPuQ7bwXoD6FawWc,spotify:track:5tJyCOoPuQ7bwXoD6FawWc,https://api.spotify.com/v1/tracks/5tJyCOoPuQ7bwXoD6FawWc,https://api.spotify.com/v1/audio-analysis/5tJyCOoPuQ7bwXoD6FawWc,200092,4
443,Lover,Tree Theater,0.72,0.286,4,-15.938,1,0.0317,0.686,0.0013,0.303,0.523,86.998,audio_features,3PoZoHfvOHrptTZC6YN5cJ,spotify:track:3PoZoHfvOHrptTZC6YN5cJ,https://api.spotify.com/v1/tracks/3PoZoHfvOHrptTZC6YN5cJ,https://api.spotify.com/v1/audio-analysis/3PoZoHfvOHrptTZC6YN5cJ,256552,4
444,New Slang,The Shins,0.669,0.389,0,-11.547,1,0.0306,0.605,0.16,0.0905,0.649,130.015,audio_features,2cP37n7TZEe0oBxCbZu0KA,spotify:track:2cP37n7TZEe0oBxCbZu0KA,https://api.spotify.com/v1/tracks/2cP37n7TZEe0oBxCbZu0KA,https://api.spotify.com/v1/audio-analysis/2cP37n7TZEe0oBxCbZu0KA,231173,4
445,Lua,Bright Eyes,0.634,0.156,2,-17.025,1,0.0813,0.811,3.86e-05,0.0896,0.299,107.023,audio_features,1fyCXDT3vwV0SDWHKvYDmQ,spotify:track:1fyCXDT3vwV0SDWHKvYDmQ,https://api.spotify.com/v1/tracks/1fyCXDT3vwV0SDWHKvYDmQ,https://api.spotify.com/v1/audio-analysis/1fyCXDT3vwV0SDWHKvYDmQ,271600,4
446,Real Love,Beach House,0.608,0.443,5,-10.705,1,0.0241,0.628,0.00121,0.123,0.358,99.531,audio_features,2SDROXYvMKShQ2zD58oDMe,spotify:track:2SDROXYvMKShQ2zD58oDMe,https://api.spotify.com/v1/tracks/2SDROXYvMKShQ2zD58oDMe,https://api.spotify.com/v1/audio-analysis/2SDROXYvMKShQ2zD58oDMe,320480,3
447,Little Waltz,Basia Bulat,0.593,0.187,10,-9.614,1,0.0293,0.831,3.12e-06,0.0875,0.345,131.032,audio_features,55hcquIzoHMMS7e9qKYxLy,spotify:track:55hcquIzoHMMS7e9qKYxLy,https://api.spotify.com/v1/tracks/55hcquIzoHMMS7e9qKYxLy,https://api.spotify.com/v1/audio-analysis/55hcquIzoHMMS7e9qKYxLy,174507,3
448,Ivy,Frank Ocean,0.567,0.388,9,-9.579,0,0.0384,0.782,0.000309,0.248,0.452,116.362,audio_features,2ZWlPOoWh0626oTaHrnl2a,spotify:track:2ZWlPOoWh0626oTaHrnl2a,https://api.spotify.com/v1/tracks/2ZWlPOoWh0626oTaHrnl2a,https://api.spotify.com/v1/audio-analysis/2ZWlPOoWh0626oTaHrnl2a,249191,4
449,Only To Live In Your Memories,Night Moves,0.451,0.499,6,-6.016,1,0.0269,0.0706,0.194,0.116,0.187,108.99,audio_features,3tLAhLLltRJ8jnKAyiYQ2A,spotify:track:3tLAhLLltRJ8jnKAyiYQ2A,https://api.spotify.com/v1/tracks/3tLAhLLltRJ8jnKAyiYQ2A,https://api.spotify.com/v1/audio-analysis/3tLAhLLltRJ8jnKAyiYQ2A,265693,4
450,Night Shift,Lucy Dacus,0.48,0.31,9,-7.887,1,0.0258,0.312,1.47e-05,0.113,0.16,86.149,audio_features,2AF5Kzxb4pz7j79Ity84pP,spotify:track:2AF5Kzxb4pz7j79Ity84pP,https://api.spotify.com/v1/tracks/2AF5Kzxb4pz7j79Ity84pP,https://api.spotify.com/v1/audio-analysis/2AF5Kzxb4pz7j79Ity84pP,391829,4
451,You're the Wave,Spooky Mansion,0.641,0.475,11,-10.888,1,0.0364,0.504,0.185,0.126,0.466,159.884,audio_features,4198iqa4upOvC70cuBgUKX,spotify:track:4198iqa4upOvC70cuBgUKX,https://api.spotify.com/v1/tracks/4198iqa4upOvC70cuBgUKX,https://api.spotify.com/v1/audio-analysis/4198iqa4upOvC70cuBgUKX,228856,4
452,Maud Gone,Car Seat Headrest,0.53,0.362,5,-7.078,1,0.0272,0.0258,0.000601,0.101,0.21,105.003,audio_features,1WbLKgeGt4Ilo74WTByV6r,spotify:track:1WbLKgeGt4Ilo74WTByV6r,https://api.spotify.com/v1/tracks/1WbLKgeGt4Ilo74WTByV6r,https://api.spotify.com/v1/audio-analysis/1WbLKgeGt4Ilo74WTByV6r,358240,4
453,Long Walk To Never,Jaymay,0.603,0.537,10,-6.53,1,0.0411,0.615,0.0,0.18,0.451,97.633,audio_features,3fJqPkSfEclTMz28SwhsRL,spotify:track:3fJqPkSfEclTMz28SwhsRL,https://api.spotify.com/v1/tracks/3fJqPkSfEclTMz28SwhsRL,https://api.spotify.com/v1/audio-analysis/3fJqPkSfEclTMz28SwhsRL,115773,4
454,Want Me Back,BENEE,0.541,0.646,9,-6.451,1,0.226,0.558,0.00145,0.101,0.47,84.832,audio_features,62ThvHsujqV9sMr1V7yAJr,spotify:track:62ThvHsujqV9sMr1V7yAJr,https://api.spotify.com/v1/tracks/62ThvHsujqV9sMr1V7yAJr,https://api.spotify.com/v1/audio-analysis/62ThvHsujqV9sMr1V7yAJr,234053,4
455,listen before i go,Billie Eilish,0.319,0.0561,0,-23.023,1,0.045,0.935,0.00384,0.388,0.082,79.764,audio_features,0tMSssfxAL2oV8Vri0mFHE,spotify:track:0tMSssfxAL2oV8Vri0mFHE,https://api.spotify.com/v1/tracks/0tMSssfxAL2oV8Vri0mFHE,https://api.spotify.com/v1/audio-analysis/0tMSssfxAL2oV8Vri0mFHE,242652,3
456,Clementine - Alternate Version,Sarah Jaffe,0.318,0.177,7,-12.425,1,0.0325,0.953,0.00481,0.104,0.0594,146.515,audio_features,4C3BfWewXAMiSjaEQ8IRiX,spotify:track:4C3BfWewXAMiSjaEQ8IRiX,https://api.spotify.com/v1/tracks/4C3BfWewXAMiSjaEQ8IRiX,https://api.spotify.com/v1/audio-analysis/4C3BfWewXAMiSjaEQ8IRiX,303387,4
457,"Please, Please, Please, Let Me Get What I Want - 2011 Remaster",The Smiths,0.241,0.468,2,-9.579,1,0.0272,0.534,0.0,0.161,0.451,91.581,audio_features,6BrMEbPSSj55nQhkgf6DnE,spotify:track:6BrMEbPSSj55nQhkgf6DnE,https://api.spotify.com/v1/tracks/6BrMEbPSSj55nQhkgf6DnE,https://api.spotify.com/v1/audio-analysis/6BrMEbPSSj55nQhkgf6DnE,112707,3
458,It's hard to get around the wind,Alex Turner,0.436,0.244,0,-19.096,1,0.0339,0.87,0.000371,0.102,0.359,145.42,audio_features,1XYX4JnSULbKGCi5uSjeJy,spotify:track:1XYX4JnSULbKGCi5uSjeJy,https://api.spotify.com/v1/tracks/1XYX4JnSULbKGCi5uSjeJy,https://api.spotify.com/v1/audio-analysis/1XYX4JnSULbKGCi5uSjeJy,247013,4
459,Giant,Linn Brikell,0.45,0.211,4,-10.099,0,0.0409,0.811,0.0,0.106,0.162,167.863,audio_features,1ir0M7NQAr7r5mLit1xUq3,spotify:track:1ir0M7NQAr7r5mLit1xUq3,https://api.spotify.com/v1/tracks/1ir0M7NQAr7r5mLit1xUq3,https://api.spotify.com/v1/audio-analysis/1ir0M7NQAr7r5mLit1xUq3,179510,4
460,"thank u, next",Dan Berk,0.384,0.216,2,-11.372,1,0.0441,0.816,0.0,0.105,0.245,84.381,audio_features,33GUAPKqFS56qvW54hbI65,spotify:track:33GUAPKqFS56qvW54hbI65,https://api.spotify.com/v1/tracks/33GUAPKqFS56qvW54hbI65,https://api.spotify.com/v1/audio-analysis/33GUAPKqFS56qvW54hbI65,228634,4
461,365,Mother's Daughter,0.5,0.164,0,-9.29,0,0.0398,0.964,0.0,0.119,0.429,130.148,audio_features,5h5wRGfdcDhUdj1apKNTlZ,spotify:track:5h5wRGfdcDhUdj1apKNTlZ,https://api.spotify.com/v1/tracks/5h5wRGfdcDhUdj1apKNTlZ,https://api.spotify.com/v1/audio-analysis/5h5wRGfdcDhUdj1apKNTlZ,188308,4
462,High Hopes,The Mayries,0.623,0.236,0,-12.303,1,0.0368,0.864,0.0,0.148,0.349,109.708,audio_features,3z5V7oSggDeCPeEGiCIu83,spotify:track:3z5V7oSggDeCPeEGiCIu83,https://api.spotify.com/v1/tracks/3z5V7oSggDeCPeEGiCIu83,https://api.spotify.com/v1/audio-analysis/3z5V7oSggDeCPeEGiCIu83,216116,4
463,Believe,Ben & Tim,0.54,0.265,11,-9.852,1,0.027,0.887,0.0,0.111,0.253,94.919,audio_features,2xdQMKQ0ZO1O6WtAImKmYK,spotify:track:2xdQMKQ0ZO1O6WtAImKmYK,https://api.spotify.com/v1/tracks/2xdQMKQ0ZO1O6WtAImKmYK,https://api.spotify.com/v1/audio-analysis/2xdQMKQ0ZO1O6WtAImKmYK,182216,4
464,7 Rings - Acoustic Version,The Mistrals,0.554,0.293,8,-9.789,0,0.0411,0.832,0.0,0.108,0.592,100.116,audio_features,47PTdbgKqE5JZFCZ9Lh4al,spotify:track:47PTdbgKqE5JZFCZ9Lh4al,https://api.spotify.com/v1/tracks/47PTdbgKqE5JZFCZ9Lh4al,https://api.spotify.com/v1/audio-analysis/47PTdbgKqE5JZFCZ9Lh4al,191311,4
465,Don't Call Me Up,Dan Berk,0.605,0.143,9,-15.233,1,0.039,0.867,0.0,0.164,0.385,120.301,audio_features,1G4wFHQVS1rLtif8dHurg1,spotify:track:1G4wFHQVS1rLtif8dHurg1,https://api.spotify.com/v1/tracks/1G4wFHQVS1rLtif8dHurg1,https://api.spotify.com/v1/audio-analysis/1G4wFHQVS1rLtif8dHurg1,203054,4
466,Small Town Boy,Mother's Daughter,0.304,0.183,3,-11.836,1,0.0321,0.893,7.71e-05,0.0927,0.296,115.712,audio_features,2jhBf1bWVST6UEKUXnwVWH,spotify:track:2jhBf1bWVST6UEKUXnwVWH,https://api.spotify.com/v1/tracks/2jhBf1bWVST6UEKUXnwVWH,https://api.spotify.com/v1/audio-analysis/2jhBf1bWVST6UEKUXnwVWH,218085,4
467,Dancing With A Stranger,Sara Farell,0.595,0.18,9,-11.391,1,0.0298,0.89,0.0,0.113,0.261,79.922,audio_features,6YOOCjjIb0pBZXbJjYgUlP,spotify:track:6YOOCjjIb0pBZXbJjYgUlP,https://api.spotify.com/v1/tracks/6YOOCjjIb0pBZXbJjYgUlP,https://api.spotify.com/v1/audio-analysis/6YOOCjjIb0pBZXbJjYgUlP,188736,3
468,Paralyzed,NF,0.51,0.643,0,-6.602,1,0.0485,0.214,3.22e-06,0.101,0.0397,130.081,audio_features,5DHQKZCOZhGNTbYBCekWx0,spotify:track:5DHQKZCOZhGNTbYBCekWx0,https://api.spotify.com/v1/tracks/5DHQKZCOZhGNTbYBCekWx0,https://api.spotify.com/v1/audio-analysis/5DHQKZCOZhGNTbYBCekWx0,270453,4
469,when the party's over,Billie Eilish,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,audio_features,43zdsphuZLzwA9k4DJhU0I,spotify:track:43zdsphuZLzwA9k4DJhU0I,https://api.spotify.com/v1/tracks/43zdsphuZLzwA9k4DJhU0I,https://api.spotify.com/v1/audio-analysis/43zdsphuZLzwA9k4DJhU0I,196077,4
470,love/hate,Matt Van,0.534,0.209,5,-11.883,0,0.034,0.837,8.36e-05,0.111,0.291,145.697,audio_features,49wZPjRR4RbW09m3yNOVzq,spotify:track:49wZPjRR4RbW09m3yNOVzq,https://api.spotify.com/v1/tracks/49wZPjRR4RbW09m3yNOVzq,https://api.spotify.com/v1/audio-analysis/49wZPjRR4RbW09m3yNOVzq,166027,4
471,I Can't Carry This Anymore,Anson Seabra,0.451,0.0873,3,-16.815,1,0.063,0.907,2.46e-06,0.354,0.456,166.598,audio_features,1NNnmmBEaId0uoWfvtNd8F,spotify:track:1NNnmmBEaId0uoWfvtNd8F,https://api.spotify.com/v1/tracks/1NNnmmBEaId0uoWfvtNd8F,https://api.spotify.com/v1/audio-analysis/1NNnmmBEaId0uoWfvtNd8F,200000,4
472,Shadow,Jimmy Levy,0.509,0.158,11,-16.141,0,0.0356,0.606,0.0,0.101,0.327,67.604,audio_features,5heMraZsTO2tPCsdeoKCXE,spotify:track:5heMraZsTO2tPCsdeoKCXE,https://api.spotify.com/v1/tracks/5heMraZsTO2tPCsdeoKCXE,https://api.spotify.com/v1/audio-analysis/5heMraZsTO2tPCsdeoKCXE,283112,4
473,Hell or High Water - From Days Gone,Billy Raffoul,0.638,0.349,11,-8.858,1,0.031,0.739,0.00705,0.122,0.194,130.233,audio_features,2PDtjfXQMbuMazcNd7JtqF,spotify:track:2PDtjfXQMbuMazcNd7JtqF,https://api.spotify.com/v1/tracks/2PDtjfXQMbuMazcNd7JtqF,https://api.spotify.com/v1/audio-analysis/2PDtjfXQMbuMazcNd7JtqF,214850,4
